Company Name,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Determine Research Guidelines,Qualify Account,Prerequisite: Research Target Company
Pomp Serwis,Pomp Serwis,Cold,,10,retail,bartosz.kosiba@kreativia.pl,http://www.serwispomp.eu,http://www.linkedin.com/company/pompserwis,https://www.facebook.com/PompSerwisPL,,6 ulica Zakatek,,Silesian Voivodeship,Poland,43-100,"6 ulica Zakatek, Silesian Voivodeship, Poland, 43-100","malarstwo, agregaty malarskie, serwis sprzetu, elektronarzedzia, retail appliances, electrical, & electronic equipment, construction machinery, hardware & tools retail, automotive refinishing tools, construction supplies, construction tools, industrial cleaning equipment, building tools, industrial paint mixers, spray guns, painting equipment, industrial tools, air filtration systems, retail, industrial spray booth equipment, power tools, airless paint guns, building material dealers, high-volume paint sprayers, tool transport cases, rotary hammers, tool calibration, professional hardware, professional drywall sanding tools, airless coating systems, hvlp turbine systems, electric power tools, industrial coating equipment, professional training, high-capacity spray pumps, tool service, construction equipment, accessories for tools, tile tools, airless spray equipment, industrial insulation spray equipment, power equipment, tool maintenance, tool rental services, automotive paint sprayers, tool storage systems, tool rental, high-pressure spray guns, professional tools, industrial spray guns, industrial automation, tile cutting tools, electric tools, angle grinders, construction equipment & supplies, building material and supplies dealers, tile cutters, airless paint sprayers, professional construction tools, drywall tools, spray equipment, power tool batteries, pneumatic tools, air compressors, building supplies, professional plastering tools, paint rollers, industrial pumps, tile leveling systems, painting tools, drywall screw guns, electric screwdrivers, tool chargers, industrial equipment, b2c, tool accessories, industrial finishing tools, industrial machinery & equipment, e-commerce, automated painting robots, paint sprayers, automated spraying systems, automated wall coating systems, industrial surface preparation, tool repair, hvlp spray systems, b2b, manufacturing, distribution, construction, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+48 50 822 24 76,"Outlook, Microsoft Office 365, DoubleClick Conversion, Vimeo, Apache, Facebook Login (Connect), Google Custom Search, Hotjar, Google Tag Manager, Mobile Friendly, Facebook Custom Audiences, DoubleClick, Smartsupp, Google Font API, Google Dynamic Remarketing, Facebook Widget",,,,,,,69106e47b504cb00017c36f7,5084,4441,"Jesteśmy autoryzowanym dystrybutorem marek: Graco, Festool, Tapetech, L'outil Parfait.

Dostarczamy agregaty malarskie, elektronarzędzia najwyższej jakości. 
Prowadzimy własną szkołę malowania ""Pro-Maestro"" w której uczymy kursantów zaawansowanych technik malarskich.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66fd191a819c89000153a058/picture,,,,,,,,
Flowers & Lights,Flowers & Lights,Cold,,1,retail,bartosz.kosiba@kreativia.pl,,http://www.linkedin.com/company/flowers-lights,,,30 ulica Cmentarna,Garwolin,Masovian Voivodeship,Poland,08-400,"30 ulica Cmentarna, Garwolin, Masovian Voivodeship, Poland, 08-400","eventy, sprzedaz, imprezy, warsztaty, wesela, retail florists",,,,,,,,,69106e4bb504cb00017c3ba0,,,Flowers and Lights 🌸💡✨ Tworzymy magię za pomocą kwiatów i świateł 💐🌟 Z nami każda okazja staje się wyjątkowa! Oferujemy piękne dekoracje kwiatowe i oświetleniowe. Zapraszamy do współpracy!  #kwiaty #światła #dekoracje #wesela #urodziny #eventy #imprezy,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68ef8940a099c30001c16c23/picture,,,,,,,,
PINBOX,PINBOX,Cold,,7,retail,bartosz.kosiba@kreativia.pl,http://www.pinbox.eu,http://www.linkedin.com/company/pinbox-eu,https://www.facebook.com/pinbox.eu,,36 ulica Swidnicka,Wroclaw,Wojewodztwo dolnoslaskie,Poland,50-068,"36 ulica Swidnicka, Wroclaw, Wojewodztwo dolnoslaskie, Poland, 50-068","custom pin, enamel pins, magnets, keychains, zwierzęta w kolekcji, motywy z filmów i seriali, imprezy i eventy, zwierzęta, promocja marki, high-quality pins, breloki, pins, retail, e-commerce, kulturowe nawiązania, produkty promocyjne, nauka, product customization, zwierzęta domowe, hobby, solidarni z ukrain, collectible accessories, event souvenirs, motywy z postaciami, giftware, sport, kawa i lifestyle, european market, b2b products, breloki z postaciami, podróże, gry europejskie, manufacturing, gry, sign manufacturing, magnesy, magnety, tematyka edukacyjna, custom design, kultura, corporate gifts, design pinów, produkty dla firm, motywy sportowe, personalizowane produkty, dodatki kolekcjonerskie, custom pins, produkcja na zamówienie, competitive pricing, promotional products, gadżety kolekcjonerskie, pins z motywami z muminków, b2b, b2c, custom_products, collectibles, promotional_products, high_quality, product_design, market_europe, product_customization, consumer internet, consumers, internet, information technology & services, mechanical or industrial engineering",,"Gmail, Google Apps, Facebook Login (Connect), Mobile Friendly, Facebook Custom Audiences, Google Tag Manager, Google AdWords Conversion, Vimeo, Shopify, Facebook Widget",,,,,,,69106e59b504cb00017c4937,3999,33995,"We create high-quality badges, keychains, and magnets.
We offer a B2B collaboration model that provides additional revenue for your business, successfully implemented by over 200 cafes, bookstores, and shops across Europe.",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/686b5c1e3ebce80001691faf/picture,,,,,,,,
CASTOR_Studio,CASTOR_Studio,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.castor-studio.pl,http://www.linkedin.com/company/castor-studio,,,12 ulica Kurpinskiego,Bydgoszcz,kujawsko-pomorskie,Poland,85-096,"12 ulica Kurpinskiego, Bydgoszcz, kujawsko-pomorskie, Poland, 85-096","listwy, wykladziny dywanowe, farby, tapety, projektowanie wnetrz, architektura, sztukateria, panele laminowane, podlogi winylowe, aranzacja wnetrz, retail office equipment",,"Facebook Login (Connect), Google Analytics, Apache, OpenSSL, Facebook Widget, PHP 5.3",,,,,,,69106e59b504cb00017c494f,,,"Castor Studio dobrych wnętrz
Piękno, jakość, technologia... 
Jesteśmy pasjonatami pięknych wnętrz! Odwiedź nasz salon w Bydgoszczy!!! Kurpińskiego 12/5a Office@castor-studio.pl

Jesteśmy firmą rodzinną i od 1990 roku zajmujemy się posadzkami – początkowo jako importer i dostawca wykładzin dywanowych i PCV do sklepów i sieci domów handlowych, a od 1996 roku realizujemy zamówienia projektowe i inwestycyjne zarówno dla obiektów użyteczności publicznej jak i dla klientów indywidualnych.
Wraz z rozwojem naszej firmy poszerzyliśmy ofertę o produkty do zastosowania na ścianach. I tak, do oferowanych produktów włączyliśmy farby, tynki ozdobne, tapety oraz listwy sztukateryjne i wykończeniowe do ścian.
Staramy się, aby w naszym salonie można było kompleksowo zakupić materiały do wykończenia podłóg i ścian.
Mamy wykształcenie budowlane, dlatego staramy się naszym klientom pomagać w podejmowaniu, czasami trudnych decyzji związanych np. z  tematem remontów posadzek i ścian, czy wyboru odpowiedniego rodzaju pokryć do konkretnego pomieszczenia. Jesteśmy do tego przygotowani… Wykonujemy również projekty aranżacji i rozwiązań posadzek i ścian.
Naszymi partnerami handlowymi i dostawcami są renomowani producenci w swoich branżach. Dzięki nim możemy zaoferować Państwu doskonałe materiały i najnowsze technologie. Wśród oferowanych przez nas produktów są zarówno materiały z „najwyższej półki"" – ekskluzywne i niepowtarzalne, dla bardzo wymagającego klienta, jak i te po przystępnych cenach.
W obu przypadkach kierowała nami idea doboru produktów oryginalnych i dobrych jakościowo.
W naszej działalności współpracujemy z architektami i dekoratorami wnętrz co sprawia, że doskonałe rozwiązania w projektach, z naszą pomocą, pozwalają inwestorowi zrealizować efektowny, niepowtarzalny projekt na wysokim poziomie jakości i w najlepszych cenach.
Zapraszamy  Państwa  do  odwiedzenia  naszego  salonu… W każdym temacie związanym z posadzką czy wykończeniem wnętrz jesteśmy do Państwa dyspozycji.",1993,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ea91910e5fcb0001520d6d/picture,,,,,,,,
Celebrujmy,Celebrujmy,Cold,,2,retail,bartosz.kosiba@kreativia.pl,http://www.celebrujmy.pl,http://www.linkedin.com/company/celebrujmy,,,12A ulica Podgorska,Torun,kujawsko-pomorskie,Poland,87-100,"12A ulica Podgorska, Torun, kujawsko-pomorskie, Poland, 87-100","luxury goods, personalized gifts, limitowane edycje kolekcjonerskie, unikatowe prezenty, event souvenirs, whisky, kreatywne zestawy upominkowe, services, corporate branding, ekskluzywne zestawy, premium alcohol, custom labels, gift sets, personalizacja prezentów, retail, prestiżowe upominki, business relationships, koniak, client appreciation, specialty retail, design etykiet, corporate gifts, kultowe marki alkoholi, celebration gifts, prezenty dla koneserów, e-commerce, luxury packaging, gin, limitowane edycje, wine, budowanie relacji, kreatywne opakowania, relacje biznesowe, brand promotion, świętowanie sukcesów, szampan, luxury gifts, b2b, alcohol collection, grawer na butelkach, eleganckie prezenty alkoholowe, alkohol na specjalne okazje, personalizacja etykiet, kreatywne zestawy prezentowe, wholesale trade, event gifts, alcohol gifts, zestawy koktajlowe, distribution, consumer internet, consumers, internet, information technology & services",+48 50 249 13 87,"Google Tag Manager, Google Font API, Mobile Friendly, reCAPTCHA",,,,,,,69106e5db504cb00017c4d7a,5099,,"Dołącz do grona tych, którzy rozumieją, że profesjonalizm zaczyna się od gestów, które mają znaczenie i budują więzi które przetrwają lata.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/678c8ad260c42f0001fb742f/picture,,,,,,,,
Proftape - Taśmy klejące,Proftape,Cold,,1,retail,bartosz.kosiba@kreativia.pl,http://www.proftape.pl,http://www.linkedin.com/company/proftape-tasmy-klejace,,,,Puck,Pomeranian Voivodeship,Poland,,"Puck, Pomeranian Voivodeship, Poland","construction applications, klejenie luster, refrigeration tapes, building tapes, high-temperature tapes, custom adhesive tapes, grube pianki, wykrojniki, budowlane, exhibition systems, laser cutting, introligatorstwo, home improvement, plastikowe taśmy, pakowanie, cienkie pianki, foam adhesive tapes, pvc tapes, e-commerce, b2b, manufacturing, adhesive tapes, klejenie bannerów, interior decoration, kable korytka, automotive, klejenie szkła, double-sided tapes, profile pvc powyżej 150°c, klejenie mebli, sign manufacturing, gumowe taśmy, laminating tapes, industrial adhesive solutions, automotive repair, adhesive tape manufacturing, listwy cenowe, single-sided tapes, sealing tapes, packaging tapes, kamieniarstwo, pvc adhesive tapes, interior design, packaging solutions, construction, profile manufacturing, laserowe wycinanie, customer service, packaging, printing, profile tapes, systemy wystawiennicze, klejenie wykładzin, prace domowe, laser cutting tapes, korytka kablowe, paroszczelne folie, industrial adhesives, laminating films, klejenie kartonu, foam tapes, retail, automotive repair tapes, industrial, adhesive_tapes, pvc_tapes, foam_tapes, industrial_adhesives, laser_cutting, profile_tapes, building_materials, high_temperature, interior, exhibition_systems, consumer internet, consumers, internet, information technology & services, mechanical or industrial engineering, shipping, logistics & supply chain",,"Google Analytics, Google Tag Manager, Mobile Friendly, DoubleClick",,,,,,,69106e5eb504cb00017c4eb9,3999,33995,Sklep online - Profesjonalne taśmy klejące jedno i dwustronne,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67d8fea61a32a30001cacc3f/picture,,,,,,,,
Wonder Pillows,Wonder Pillows,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.wonderpillows.com,http://www.linkedin.com/company/wonder-pillows,,,3 ulica Ignacego Lukasiewicza,Krakow,Wojewodztwo malopolskie,Poland,31-429,"3 ulica Ignacego Lukasiewicza, Krakow, Wojewodztwo malopolskie, Poland, 31-429","poduszki dekoracyjne, poduszki ryby, produkty na zamowienie, hafty, sklep online, poduszki, produkcja, poduszki owoce, reklama",,,,,,,,,69106ebe7ce1bd00014c9d67,,,"Do tej pory tworzyliśmy niepowtarzalne poduszki ryby GABY, ale nasze głowy są pełne pomysłów, które chcemy pokazać światu. Dlatego postanowiliśmy stworzyć WONDER PILLOWS.Znajdziesz tutaj  poduszki zainspirowane naturą. Subtelna grafika i delikatny materiał, z którego są wykonane tworzą idealne połączenie. Razem z naszymi produktami możesz stworzyć magiczny świat w pokoju dziecka lub dodać swojemu salonowi wyjątkowego charakteru. Możesz je również podarować jako prezent i wywołać uśmiech na twarzy, nie tylko u tych najmłodszych. :))

Wykorzystujemy wieloletnie doświadczenie przy tworzeniu kolejnych projektów. Chcemy, aby nasze poduszki były wyjątkowe i niepowtarzalne, dlatego dopracowujemy każdy szczegół w grafikach i wykonaniu.Poduszki w całości powstają w Polsce. Do produkcji  używamy materiałów, które są bezpieczne dla alergików oraz w całości podlegają recyklingowi. Delikatne poszycie to poliestrowy materiał. Przyjemny w dotyku, umożliwiający wykonanie precyzyjnych nadruków na naszych poduchach. Wypełnione to kulką silikonową, często nazywana sztucznym puchem. Sprawia, że poduszki zachowują swój wyjątkowy kształt, są miękkie i łatwe w użytkowaniu.",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ef46934d3a3300012ea8ce/picture,,,,,,,,
Lodzkie Centre of Culture | Łódzki Dom Kultury | ŁDK,Lodzkie Centre of Culture,Cold,,11,retail,bartosz.kosiba@kreativia.pl,,http://www.linkedin.com/company/lodzkie-house-of-culture,,,18 ulica gen. Romualda Traugutta,Lodz,Lodz Voivodeship,Poland,90-113,"18 ulica gen. Romualda Traugutta, Lodz, Lodz Voivodeship, Poland, 90-113","film theatre, lodzkie voievodship, culture, art, retail art supplies",,,,,,,,,691340987d57070001e0c330,,,"Łódzki Dom Kultury( so called ŁDK | Lodzkie  is one of the oldest culture institutions in Łódź Voivodeship - it exists since 1953. Every year it organises and co-organises festivals, concerts, exhibitions, reviews and other cultural activities which attract thousands of people. Łódzki Dom Kultury plays an important role in the region - not only by organising and co-organising cultural events in the whole Łódź Voivodeship but as well by providing professional trainings for culture sector staff, helping to improve their skills in culture management. 

Łódzki Dom Kultury:
- over 1000 screenings per year, film reviews and festivals, 2 cinemas;
- around 100 exhibitions per year, 5 art galleries;
- over 150 events per year (including concerts, meetings, lectures et cetera);
- clubs, associations, foundations, music band, theatre groups;
-  various courses (including dancing, yoga, drawing, painting et cetera);
- Regional Academy of Culture Sector (trainings, courses, workshops improving culture management skills);
- culture information website Kalejdoskop Kulturalny Reymont (http://www.e-kalejdoskop.pl);
- culture information website for the whole Łódź Voivodeship (http://www.RegionKultury.pl),
- ""Kalejdoskop"" - magazine dedicated to culture issues;
- ""Kwadratura"" - publishing house dedicated to poetry.",1953,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e64efeeba7da0001a81d89/picture,,,,,,,,
ecoandyou.pl,ecoandyou.pl,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.ecoandyou.pl,http://www.linkedin.com/company/ecoandyoupl,https://www.facebook.com/ecoandyoupl/,,,Warszawa,woj. mazowieckie,Poland,00-999,"Warszawa, woj. mazowieckie, Poland, 00-999","ogrzewanie, ekologia, inteligentny dom, oszczedzanie energii, smart home, automation, heating control, thermostats, wireless heating, temperature sensors, humidity sensors, smoke detectors, water leak sensors, alarm systems, security solutions, smart plugs, lighting control, led controllers, remote controls, programmable remotes, home automation devices, sensor technology, smart home kits, integrated systems, smart thermostats, energy management, climate control, intelligent control, motion detectors, window sensors, door sensors, weather stations, intelligent blinds, garage door operators, wireless switches, control panels, home security, fire protection systems, external sirens, internal sirens, access control, smart home apps, user-friendly interfaces, iot solutions, modular systems, home comfort solutions, easy installation, configuration ease, developer solutions, installer solutions, sensor integration, smart electricity, start-up kits, home efficiency, b2c, e-commerce, d2c, internet of things, consumers, oil & energy, consumer internet, internet, information technology & services",+48 22 457 30 95,"Mobile Friendly, Apache, reCAPTCHA, Google Tag Manager",,,,,,,691340997d57070001e0c456,3661,33593,"Jesteśmy grupą inżynierów, którzy zdobyli i nadal zdobywają doświadczenie w pracy przy obiektach komercyjnych, przemysłowych oraz mieszkaniowych. Standardy oraz dobre praktyki nabyte w pracy projektowej, podczas realizacji i uruchomień instalacji w Polsce jak i na Świecie chcemy teraz wdrażać w życiu codziennym każdego z nas.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e557f4c2dfe20001d3a1c4/picture,,,,,,,,
Plakat Polski,Plakat Polski,Cold,,1,retail,bartosz.kosiba@kreativia.pl,http://www.plakatpolski.pl,http://www.linkedin.com/company/plakat-polski,https://facebook.com/PlakatPolski,,12 ulica Swietojanska,Warszawa,woj. mazowieckie,Poland,00-288,"12 ulica Swietojanska, Warszawa, woj. mazowieckie, Poland, 00-288",retail art supplies,,"Google Tag Manager, Google Analytics, Mobile Friendly",,,,,,,6913409e7d57070001e0c859,2741,,"A Warsaw based retail and publishing company POLISH POSTER runs a poster gallery at Old Town of Warsaw.
We also produce large-format calendars with typical views from Poland and other printings on demand.

visit us on www.plakatpolski.pl
The collection of posters by the best Polish artists from the ""Polish School of Posters"" - a phenomenon from the mid-twentieth century.

We hope that we can reach to many customers who are tired of modern mass-pressed reproductions for the needs of DIY stores and furniture stores.

Art poster can be ugly called a product, but even then it is something that has depth and some greater sense, for example because of its wider context of origin and history.

In short, the Polish poster has character.


The company Plakat Polski was established in 1984.

# We guarantee that you are purchasing original prints

All our posters on offer are original prints or reprints made in the 60-80s at the request of DESA foreign trade company or the Plakat Polski (starting from 1984).

#We provide comprehensive custom services

On special request, all our posters are framed in aluminum frames with plexiglass, backs and accessories for hanging on the wall.

We offer standard aluminum frames 100x70cm for the B1 size or 61x91cm for the A1 size.

We also carry out special orders with frames to size, large passe-partout and non-standard forms of luminaires.

Additionally, we also offer a special advisory service when building a poster collection.

We carry out orders for comprehensive planning of wall decorations in office and residential spaces.

#We guarantee the perfect condition of the posters

We store all our posters flat, in piles, which protects them against mechanical damage and the negative influence of light.

We deliver shipments in cardboard tubes with a minimum diameter of 52 millimeters.

Posters we sell are the slice of authentic polish culture and heritage so thin that you can actually hang it on the wall",1984,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66dd09c71e39c20001d73685/picture,,,,,,,,
Piomar. Kasy i drukarki fiskalne,Piomar. Kasy i drukarki fiskalne,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.kasy.waw.pl,http://www.linkedin.com/company/piomar.-kasy-i-drukarki-fiskalne,,,,Warsaw,Masovian Voivodeship,Poland,,"Warsaw, Masovian Voivodeship, Poland",retail office equipment,,"Google Font API, Mobile Friendly, Bootstrap Framework, Apache, JQuery 2.1.1",,,,,,,691340a37d57070001e0ce2d,,,"Serwis,Sprzedaż,Kas fiskalnych, Drukarki Fiskalne, Kasa fiskalna, Drukarka fiskalna , Kasa online, Drukarka Online,Kasy online, Drukarki Online, Akcesoria,Szuflada,Metkownica,Terminale płatnicze,Terminal Płatniczy,Pos-y,System gastronomiczne,Gastronomia,Dotykacka,Elzab,Posnet,Novitus,Farex",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,
Hergon Drukarnia Cyfrowa,Hergon Drukarnia Cyfrowa,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.hergondruk.pl,http://www.linkedin.com/company/hergon-drukarnia-cyfrowa,,,,Krakow,Lesser Poland Voivodeship,Poland,,"Krakow, Lesser Poland Voivodeship, Poland",,,"Google Tag Manager, Mobile Friendly, Nginx, Google AdSense, WordPress.org, Google Font API",,,,,,,691340a47d57070001e0ced6,,,"Profesjonalna drukarnia cyfrowa, drukarnia kraków,   drukarnia obrazów, druk obrazów na płótnie, obrazy drukowane na płótnie, druk obrazów, obrazy drukowane, druk na płótnie, zdjęcie na płótnie, fototapety,druk fototapet, fotoobrazy, fotodekoracje, grafika, druk na canvasie, druk zdjęć, reklama, wizytówki, ulotki, plakaty, drukarnia cyfrowa, drukarnia offsetowa, drukarnia wielkoformatowa",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,
libel.pl,libel.pl,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.libel.pl,http://www.linkedin.com/company/libel-pl,,,,Warsaw,Masovian Voivodeship,Poland,,"Warsaw, Masovian Voivodeship, Poland",retail art supplies,,"reCAPTCHA, WordPress.org, Vimeo, Mobile Friendly, SoundCloud",,,,,,,691340a47d57070001e0cf5b,,,"Mariusz Libel (born 1978) works on a field of art in public space. In the years 1996 – 2011 he was part of the artistic street art group Twożywo [twozywo.art.pl] . Since 2011, he has been pursuing solo projects such as murals, illustrations, exhibitions, netart projects, art books and posters. His works represents urban art and dasein (semantical design) combining philosophic reflection and critical thinking about contemporary social reality. He carries out projects on the border of conceptual poetry and graphics: utility graphics or socio-artistic actions in material and virtual space.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66efb1f42ccae100015b4398/picture,,,,,,,,
KLIMORS Wyposażenie Sklepów,KLIMORS Wyposażenie Sklepów,Cold,,1,retail,bartosz.kosiba@kreativia.pl,http://www.klimorswyposazeniesklepow.pl,http://www.linkedin.com/company/klimors-wyposa%c5%bcenie-sklep%c3%b3w,https://www.facebook.com/profile.php,,51 ulica Krakowska,Kozy,Silesian Voivodeship,Poland,43-340,"51 ulica Krakowska, Kozy, Silesian Voivodeship, Poland, 43-340","urzadzenia chlodnicze, chlodnictwo, wyposazenie sklepow",0048338174598wew.32lub33,"PrestaShop, Mobile Friendly, Nginx, Bootstrap Framework, Google Analytics, Google Tag Manager, Google Font API, reCAPTCHA",,,,,,,691340a67d57070001e0d1d0,,,"Oferujemy kompleksowe wyposażenie sklepów. Zapewniamy ekonomiczne, funkcjonalne i estetyczne rozwiązania dostosowane do potrzeb Klienta. Realizujemy zlecenia w oparciu o własny zespół chłodników, monterów i serwisantów. Nad każdym zleceniem pracuje doświadczona kadra pracowników, niezależnie od powierzchni sklepu. Oferowane przez nas produkty wyróżnia wysoka jakość a usługom towarzyszy nowoczesna technologia i specjalistyczna wiedza.",1990,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6710d872d0508900018ad24f/picture,,,,,,,,
Czartery Jachtów Między Żaglami,Czartery Jachtów Między Żaglami,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.miedzyzaglami.pl,http://www.linkedin.com/company/czartery-jacht%c3%b3w-mi%c4%99dzy-%c5%bcaglami,,,,Nieporet,Masovian Voivodeship,Poland,,"Nieporet, Masovian Voivodeship, Poland",,+48 69 449 11 25,"Outlook, Facebook Login (Connect), Linkedin Widget, Apache, Google Analytics, Google Plus, Ubuntu, Google Font API, Linkedin Login, Facebook Widget, Bootstrap Framework",,,,,,,691340a77d57070001e0d2eb,,,"Między Żaglami: Czarter jachtów żaglowych Omega, RSVision i RSVareo na Zalewie Zegrzyńskim. Regaty, szkolenia i eventy.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,,,,,,,,
JEDNOSTKA GALLERY,JEDNOSTKA GALLERY,Cold,,8,retail,bartosz.kosiba@kreativia.pl,http://www.jednostka.com,http://www.linkedin.com/company/jednostka-gallery,,,13 ulica gen. Wladyslawa Andersa,Warszawa,woj. mazowieckie,Poland,00-159,"13 ulica gen. Wladyslawa Andersa, Warszawa, woj. mazowieckie, Poland, 00-159",retail art supplies,,"Nginx, Mobile Friendly",,,,,,,691340a77d57070001e0d2fd,,,"JEDNOSTKA Gallery, founded by Katarzyna Sagatowska in 2017 in Warsaw, represents artists of different generations distinguishable for their remarkable personalities and unique creative work including Weronika Gęsicka, Magda Hueckel, Andrzej Kramarz, Rafał Milach, Maciej Pisuk, Andrzej Tobis.

We also offer works by other artists, including Polish photography classics. We look after artist archives including Paweł Pierściński's archive at www.pawelpierscinski.pl.

We implement interdisciplinary projects (including exhibitions, publications, lectures, workshops) touching contemporary phenomena and problems, also in cooperation with other institutions in Poland and abroad.

We work to promote art collecting, with particular emphasis on photography. 

We work with Polish and foreign collectors – private and institutional.

The gallery conducts exhibition, publishing and educational activities directed at both professional audience and art lovers in Poland and abroad.",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ef6241b01964000174eabf/picture,,,,,,,,
Mago Partner,Mago Partner,Cold,,3,retail,bartosz.kosiba@kreativia.pl,http://www.mago-partner.com.pl,http://www.linkedin.com/company/mago-partner,,,,Poznan,Greater Poland Voivodeship,Poland,,"Poznan, Greater Poland Voivodeship, Poland",retail office equipment,,"Google Tag Manager, Google Analytics, Mobile Friendly, Google Font API, WordPress.org, reCAPTCHA",,,,,,,691340a87d57070001e0d381,,,Wyposażenie sklepów ✅ Autoryzowany dystrybutor MAGO S.A ✅ Projekty indywidualne ✅ Meble na zamówienie ➤ Sprawdź naszą ofertę!,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,
Odlotowy Balon Dekoracje Balonowe,Odlotowy Balon Dekoracje Balonowe,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.odlotowybalon.pl,http://www.linkedin.com/company/odlotowy-balon-dekoracje-balonowe,,,15A ulica Skarbka z Gor,Warszawa,woj. mazowieckie,Poland,03-287,"15A ulica Skarbka z Gor, Warszawa, woj. mazowieckie, Poland, 03-287",retail art supplies,+48 60 805 76 96,"Google Tag Manager, Nginx, WordPress.org, Mobile Friendly",,,,,,,691340ab7d57070001e0d684,,,"Balony z helem Warszawa: dekoracje balonowe, bukiety, poczta | Balony na eventy, urodziny, chrzciny, komunię i z dostawą | Odlotowy Balon »",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,
